sqlID,sql_plan_version,nodeId,format,buffer_time,scan_time,data_size,decode_time,location,pushedFilters,schema,data_filters,partition_filters,from_final_plan
1,0,221,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/accounts_skewed]","IsNotNull(account_id)","account_id:bigint","isnotnull(account_id#2948L)","",false
1,0,343,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/accounts_skewed]","IsNotNull(account_id)","account_id:bigint","isnotnull(account_id#3996L)","",false
1,0,99,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/accounts_skewed]","IsNotNull(account_id), IsNotNull(account_type)","account_id:bigint,account_type:string,account_status:string","isnotnull(account_id#2676L), isnotnull(account_type#2677)","",false
1,0,52,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/accounts_skewed]","IsNotNull(account_id)","account_id:bigint,account_type:string,account_status:string,current_balance:double,credit_limit:double,interest_rate:double","isnotnull(account_id#52L)","",false
1,0,180,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/accounts_skewed]","IsNotNull(account_id), IsNotNull(account_type), IsNotNull(account_status)","account_id:bigint,account_type:string,account_status:string,current_balance:double,credit_limit:double,interest_rate:double","isnotnull(account_id#2333L), isnotnull(account_type#2334), isnotnull(account_status#2336)","",false
1,0,141,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/accounts_skewed]","IsNotNull(account_id)","account_id:bigint,current_balance:double,interest_rate:double","isnotnull(account_id#2209L)","",false
1,0,259,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/accounts_skewed]","IsNotNull(account_id)","account_id:bigint,current_balance:double,interest_rate:double","isnotnull(account_id#2526L)","",false
1,0,296,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/accounts_skewed]","IsNotNull(account_id)","account_id:bigint,current_balance:double,interest_rate:double","isnotnull(account_id#3263L)","",false
1,0,384,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/accounts_skewed]","IsNotNull(account_id)","account_id:bigint,current_balance:double,interest_rate:double","isnotnull(account_id#3668L)","",false
1,0,421,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/accounts_skewed]","IsNotNull(account_id)","account_id:bigint,current_balance:double,interest_rate:double","isnotnull(account_id#3801L)","",false
1,0,105,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/branches_skewed]","IsNotNull(branch_id)","branch_id:bigint","isnotnull(branch_id#2695L)","",false
1,0,147,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/branches_skewed]","IsNotNull(branch_id)","branch_id:bigint","isnotnull(branch_id#2228L)","",false
1,0,186,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/branches_skewed]","IsNotNull(branch_id)","branch_id:bigint","isnotnull(branch_id#2352L)","",false
1,0,227,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/branches_skewed]","IsNotNull(branch_id)","branch_id:bigint","isnotnull(branch_id#2967L)","",false
1,0,265,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/branches_skewed]","IsNotNull(branch_id)","branch_id:bigint","isnotnull(branch_id#2545L)","",false
1,0,302,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/branches_skewed]","IsNotNull(branch_id)","branch_id:bigint","isnotnull(branch_id#3282L)","",false
1,0,427,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/branches_skewed]","IsNotNull(branch_id)","branch_id:bigint","isnotnull(branch_id#3820L)","",false
1,0,58,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/branches_skewed]","IsNotNull(branch_id)","branch_id:bigint,region:string,branch_type:string","isnotnull(branch_id#91L)","",false
1,0,349,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/branches_skewed]","IsNotNull(branch_id), IsNotNull(region), IsNotNull(branch_type)","branch_id:bigint,region:string,branch_type:string","isnotnull(branch_id#4015L), isnotnull(region#4018), isnotnull(branch_type#4019)","",false
1,0,390,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/branches_skewed]","IsNotNull(branch_id), IsNotNull(region), IsNotNull(branch_type)","branch_id:bigint,region:string,branch_type:string,assets_under_management:double,annual_operating_cost:double","isnotnull(branch_id#3687L), isnotnull(region#3690), isnotnull(branch_type#3691)","",false
1,0,108,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/calendar]","IsNotNull(calendar_date), IsNotNull(year), IsNotNull(month)","calendar_date:date,year:int,month:int","isnotnull(calendar_date#2706), isnotnull(year#2708), isnotnull(month#2710)","",false
1,0,352,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/calendar]","IsNotNull(calendar_date), IsNotNull(year), IsNotNull(month)","calendar_date:date,year:int,month:int","isnotnull(calendar_date#4026), isnotnull(year#4028), isnotnull(month#4030)","",false
1,0,150,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/calendar]","IsNotNull(calendar_date), IsNotNull(year), IsNotNull(month)","calendar_date:date,year:int,month:int,is_weekend:boolean","isnotnull(calendar_date#2239), isnotnull(year#2241), isnotnull(month#2243)","",false
1,0,189,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/calendar]","IsNotNull(calendar_date), IsNotNull(year), IsNotNull(month)","calendar_date:date,year:int,month:int,is_weekend:boolean","isnotnull(calendar_date#2363), isnotnull(year#2365), isnotnull(month#2367)","",false
1,0,305,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/calendar]","IsNotNull(calendar_date), IsNotNull(year), IsNotNull(month)","calendar_date:date,year:int,month:int,is_weekend:boolean","isnotnull(calendar_date#3293), isnotnull(year#3295), isnotnull(month#3297)","",false
1,0,393,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/calendar]","IsNotNull(calendar_date), IsNotNull(year), IsNotNull(month)","calendar_date:date,year:int,month:int,is_weekend:boolean","isnotnull(calendar_date#3698), isnotnull(year#3700), isnotnull(month#3702)","",false
1,0,430,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/calendar]","IsNotNull(calendar_date), IsNotNull(year), IsNotNull(month)","calendar_date:date,year:int,month:int,is_weekend:boolean","isnotnull(calendar_date#3831), isnotnull(year#3833), isnotnull(month#3835)","",false
1,0,230,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/calendar]","IsNotNull(calendar_date), IsNotNull(year), IsNotNull(quarter)","calendar_date:date,year:int,quarter:int","isnotnull(calendar_date#2978), isnotnull(year#2980), isnotnull(quarter#2981)","",false
1,0,268,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/calendar]","IsNotNull(calendar_date), IsNotNull(year), IsNotNull(quarter)","calendar_date:date,year:int,quarter:int,is_weekend:boolean","isnotnull(calendar_date#2556), isnotnull(year#2558), isnotnull(quarter#2559)","",false
1,0,61,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/calendar]","IsNotNull(calendar_date)","calendar_date:date,year:int,quarter:int,month:int,is_weekend:boolean","isnotnull(calendar_date#113)","",false
1,0,217,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/customers_skewed]","IsNotNull(customer_id)","customer_id:bigint","isnotnull(customer_id#2937L)","",false
1,0,176,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/customers_skewed]","IsNotNull(customer_id)","customer_id:bigint,credit_score:int","isnotnull(customer_id#2322L)","",false
1,0,255,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/customers_skewed]","IsNotNull(customer_id)","customer_id:bigint,credit_score:int","isnotnull(customer_id#2515L)","",false
1,0,292,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/customers_skewed]","IsNotNull(customer_id)","customer_id:bigint,credit_score:int","isnotnull(customer_id#3252L)","",false
1,0,417,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/customers_skewed]","IsNotNull(customer_id)","customer_id:bigint,credit_score:int","isnotnull(customer_id#3790L)","",false
1,0,380,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/customers_skewed]","IsNotNull(customer_id), IsNotNull(customer_segment), IsNotNull(income_band)","customer_id:bigint,credit_score:int,income_band:string,customer_segment:string","isnotnull(customer_id#3657L), isnotnull(customer_segment#3664), isnotnull(income_band#3662)","",false
1,0,137,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/customers_skewed]","IsNotNull(customer_id), IsNotNull(customer_segment), IsNotNull(income_band), IsNotNull(risk_rating)","customer_id:bigint,credit_score:int,income_band:string,customer_segment:string,risk_rating:string","isnotnull(customer_id#2198L), isnotnull(customer_segment#2205), isnotnull(income_band#2203), isnotnull(risk_rating#2207)","",false
1,0,48,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/customers_skewed]","IsNotNull(customer_id)","customer_id:bigint,credit_score:int,income_band:string,estimated_income:double,customer_segment:string,risk_rating:string","isnotnull(customer_id#31L)","",false
1,0,339,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/customers_skewed]","IsNotNull(customer_id), IsNotNull(customer_segment), IsNotNull(income_band)","customer_id:bigint,income_band:string,customer_segment:string","isnotnull(customer_id#3985L), isnotnull(customer_segment#3992), isnotnull(income_band#3990)","",false
1,0,95,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/customers_skewed]","IsNotNull(customer_id), IsNotNull(customer_segment), IsNotNull(income_band), IsNotNull(risk_rating)","customer_id:bigint,income_band:string,customer_segment:string,risk_rating:string","isnotnull(customer_id#2665L), isnotnull(customer_segment#2672), isnotnull(income_band#2670), isnotnull(risk_rating#2674)","",false
1,0,102,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/merchants_skewed]","IsNotNull(merchant_id)","merchant_id:bigint","isnotnull(merchant_id#2685L)","",false
1,0,346,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/merchants_skewed]","IsNotNull(merchant_id), IsNotNull(region)","merchant_id:bigint,region:string","isnotnull(merchant_id#4005L), isnotnull(region#4007)","",false
1,0,424,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/merchants_skewed]","IsNotNull(merchant_id), IsNotNull(region)","merchant_id:bigint,region:string,risk_level:string","isnotnull(merchant_id#3810L), isnotnull(region#3812)","",false
1,0,262,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/merchants_skewed]","IsNotNull(merchant_id), IsNotNull(region), IsNotNull(risk_level), IsNotNull(merchant_size)","merchant_id:bigint,region:string,risk_level:string,annual_revenue:double,merchant_size:string","isnotnull(merchant_id#2535L), isnotnull(region#2537), isnotnull(risk_level#2540), isnotnull(merchant_size#2542)","",false
1,0,55,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/merchants_skewed]","IsNotNull(merchant_id)","merchant_id:bigint,region:string,risk_level:string,merchant_size:string","isnotnull(merchant_id#71L)","",false
1,0,224,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/merchants_skewed]","IsNotNull(merchant_id), IsNotNull(region)","merchant_id:bigint,region:string,risk_level:string,merchant_size:string","isnotnull(merchant_id#2957L), isnotnull(region#2959)","",false
1,0,144,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/merchants_skewed]","IsNotNull(merchant_id)","merchant_id:bigint,risk_level:string","isnotnull(merchant_id#2218L)","",false
1,0,183,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/merchants_skewed]","IsNotNull(merchant_id)","merchant_id:bigint,risk_level:string","isnotnull(merchant_id#2342L)","",false
1,0,299,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/merchants_skewed]","IsNotNull(merchant_id)","merchant_id:bigint,risk_level:string","isnotnull(merchant_id#3272L)","",false
1,0,387,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/merchants_skewed]","IsNotNull(merchant_id)","merchant_id:bigint,risk_level:string","isnotnull(merchant_id#3677L)","",false
1,0,91,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/trs_v26]","IsNotNull(transaction_id), LessThan(transaction_id,12500000000), IsNotNull(customer_id), IsNotNull(account_id)","transaction_id:bigint,customer_id:bigint,account_id:bigint,merchant_id:bigint,branch_id:bigint,transaction_date:date","isnotnull(transaction_id#2650L), (transaction_id#2650L < 12500000000), isnotnull(customer_id#2651L), isnotnull(account_id#2652L)","",false
1,0,214,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/trs_v26]","IsNotNull(transaction_id), LessThan(transaction_id,12500000000), IsNotNull(customer_id), IsNotNull(merchant_id), IsNotNull(merchant_category)","transaction_id:bigint,customer_id:bigint,account_id:bigint,merchant_id:bigint,branch_id:bigint,transaction_date:date,merchant_category:string","isnotnull(transaction_id#2922L), (transaction_id#2922L < 12500000000), isnotnull(customer_id#2923L), isnotnull(merchant_id#2925L), isnotnull(merchant_category#2929)","",false
1,0,335,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/trs_v26]","IsNotNull(transaction_id), LessThan(transaction_id,12500000000), IsNotNull(merchant_category)","transaction_id:bigint,customer_id:bigint,account_id:bigint,merchant_id:bigint,branch_id:bigint,transaction_date:date,merchant_category:string","isnotnull(transaction_id#3970L), (transaction_id#3970L < 12500000000), isnotnull(merchant_category#3977)","",false
1,0,252,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/trs_v26]","IsNotNull(transaction_id), LessThan(transaction_id,12500000000), IsNotNull(merchant_id), IsNotNull(merchant_category)","transaction_id:bigint,customer_id:bigint,account_id:bigint,merchant_id:bigint,branch_id:bigint,transaction_date:date,merchant_category:string,transaction_amount:double,fraud_flag:int","isnotnull(transaction_id#2500L), (transaction_id#2500L < 12500000000), isnotnull(merchant_id#2503L), isnotnull(merchant_category#2507)","",false
1,0,414,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/trs_v26]","IsNotNull(transaction_id), IsNotNull(fraud_flag), LessThan(transaction_id,12500000000), EqualTo(fraud_flag,1), IsNotNull(merchant_category)","transaction_id:bigint,customer_id:bigint,account_id:bigint,merchant_id:bigint,branch_id:bigint,transaction_date:date,merchant_category:string,transaction_amount:double,fraud_flag:int","isnotnull(transaction_id#3775L), isnotnull(fraud_flag#3787), (transaction_id#3775L < 12500000000), (fraud_flag#3787 = 1), isnotnull(merchant_category#3782)","",false
1,0,44,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/trs_v26]","IsNotNull(transaction_id), LessThan(transaction_id,12500000000)","transaction_id:bigint,customer_id:bigint,account_id:bigint,merchant_id:bigint,branch_id:bigint,transaction_date:date,merchant_category:string,transaction_amount:double,payment_channel:string,payment_type:string,device_type:string,fraud_flag:int","isnotnull(transaction_id#0L), (transaction_id#0L < 12500000000)","",false
1,0,133,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/trs_v26]","IsNotNull(transaction_id), LessThan(transaction_id,12500000000), IsNotNull(customer_id)","transaction_id:bigint,customer_id:bigint,account_id:bigint,merchant_id:bigint,branch_id:bigint,transaction_date:date,transaction_amount:double,fraud_flag:int","isnotnull(transaction_id#2183L), (transaction_id#2183L < 12500000000), isnotnull(customer_id#2184L)","",false
1,0,173,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/trs_v26]","IsNotNull(transaction_id), LessThan(transaction_id,12500000000), IsNotNull(account_id)","transaction_id:bigint,customer_id:bigint,account_id:bigint,merchant_id:bigint,branch_id:bigint,transaction_date:date,transaction_amount:double,fraud_flag:int","isnotnull(transaction_id#2307L), (transaction_id#2307L < 12500000000), isnotnull(account_id#2309L)","",false
1,0,376,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/trs_v26]","IsNotNull(transaction_id), LessThan(transaction_id,12500000000)","transaction_id:bigint,customer_id:bigint,account_id:bigint,merchant_id:bigint,branch_id:bigint,transaction_date:date,transaction_amount:double,fraud_flag:int","isnotnull(transaction_id#3642L), (transaction_id#3642L < 12500000000)","",false
1,0,289,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/trs_v26]","IsNotNull(transaction_id), LessThan(transaction_id,12500000000), IsNotNull(payment_channel), IsNotNull(payment_type), IsNotNull(device_type)","transaction_id:bigint,customer_id:bigint,account_id:bigint,merchant_id:bigint,branch_id:bigint,transaction_date:date,transaction_amount:double,payment_channel:string,payment_type:string,device_type:string,fraud_flag:int","isnotnull(transaction_id#3237L), (transaction_id#3237L < 12500000000), isnotnull(payment_channel#3246), isnotnull(payment_type#3247), isnotnull(device_type#3248)","",false
1,1,251,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/accounts_skewed]","IsNotNull(account_id)","account_id:bigint","isnotnull(account_id#2948L)","",false
1,1,117,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/accounts_skewed]","IsNotNull(account_id), IsNotNull(account_type)","account_id:bigint,account_type:string,account_status:string","isnotnull(account_id#2676L), isnotnull(account_type#2677)","",false
1,1,58,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/accounts_skewed]","IsNotNull(account_id)","account_id:bigint,account_type:string,account_status:string,current_balance:double,credit_limit:double,interest_rate:double","isnotnull(account_id#52L)","",false
1,1,215,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/accounts_skewed]","IsNotNull(account_id), IsNotNull(account_type), IsNotNull(account_status)","account_id:bigint,account_type:string,account_status:string,current_balance:double,credit_limit:double,interest_rate:double","isnotnull(account_id#2333L), isnotnull(account_type#2334), isnotnull(account_status#2336)","",false
1,1,171,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/accounts_skewed]","IsNotNull(account_id)","account_id:bigint,current_balance:double,interest_rate:double","isnotnull(account_id#2209L)","",false
1,1,127,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/branches_skewed]","IsNotNull(branch_id)","branch_id:bigint","isnotnull(branch_id#2695L)","",false
1,1,68,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/branches_skewed]","IsNotNull(branch_id)","branch_id:bigint,region:string,branch_type:string","isnotnull(branch_id#91L)","",false
1,1,365,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/branches_skewed]","IsNotNull(branch_id), IsNotNull(region), IsNotNull(branch_type)","branch_id:bigint,region:string,branch_type:string","isnotnull(branch_id#4015L), isnotnull(region#4018), isnotnull(branch_type#4019)","",false
1,1,403,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/branches_skewed]","IsNotNull(branch_id), IsNotNull(region), IsNotNull(branch_type)","branch_id:bigint,region:string,branch_type:string,assets_under_management:double,annual_operating_cost:double","isnotnull(branch_id#3687L), isnotnull(region#3690), isnotnull(branch_type#3691)","",false
1,1,132,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/calendar]","IsNotNull(calendar_date), IsNotNull(year), IsNotNull(month)","calendar_date:date,year:int,month:int","isnotnull(calendar_date#2706), isnotnull(year#2708), isnotnull(month#2710)","",false
1,1,181,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/calendar]","IsNotNull(calendar_date), IsNotNull(year), IsNotNull(month)","calendar_date:date,year:int,month:int,is_weekend:boolean","isnotnull(calendar_date#2239), isnotnull(year#2241), isnotnull(month#2243)","",false
1,1,261,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/calendar]","IsNotNull(calendar_date), IsNotNull(year), IsNotNull(quarter)","calendar_date:date,year:int,quarter:int","isnotnull(calendar_date#2978), isnotnull(year#2980), isnotnull(quarter#2981)","",false
1,1,294,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/calendar]","IsNotNull(calendar_date), IsNotNull(year), IsNotNull(quarter)","calendar_date:date,year:int,quarter:int,is_weekend:boolean","isnotnull(calendar_date#2556), isnotnull(year#2558), isnotnull(quarter#2559)","",false
1,1,73,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/calendar]","IsNotNull(calendar_date)","calendar_date:date,year:int,quarter:int,month:int,is_weekend:boolean","isnotnull(calendar_date#113)","",false
1,1,245,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/customers_skewed]","IsNotNull(customer_id)","customer_id:bigint","isnotnull(customer_id#2937L)","",false
1,1,209,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/customers_skewed]","IsNotNull(customer_id)","customer_id:bigint,credit_score:int","isnotnull(customer_id#2322L)","",false
1,1,397,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/customers_skewed]","IsNotNull(customer_id), IsNotNull(customer_segment), IsNotNull(income_band)","customer_id:bigint,credit_score:int,income_band:string,customer_segment:string","isnotnull(customer_id#3657L), isnotnull(customer_segment#3664), isnotnull(income_band#3662)","",false
1,1,165,"Parquet",0,0,0,0,"InMemoryFileIndex(1 paths)[s3a://goes-se-sandbox/data/warehouse/tablespace/external/hive/demo_pauldefusco.db/customers_skewed]","IsNotNull(customer_id), IsNotNull(customer_segment), IsNotNull(income_band), IsNotNull(risk_rating)","customer_id:bigint,credit_score:int,income_band:string,customer_segment:string,risk_rating:string","isnotnull(customer_id#2198L), isnotnull(customer_segment#2205), isnotnull(income_band#2203), isnotnull(risk_rating#2207)","",false
